Action_Name,date,Processed_Features
Poriyaalar Katalon Studio,2019-11-22 07:57:09,"['test', 'parameter']"
Portainer Deploy Stack,2020-12-29 09:55:43,"['pullrequestoject id', 'input data point value']"
Portainer Stack Deployment,2021-08-19 16:45:17,"['pullrequestoject id', 'deploy docker swarm stack using portainer api', 'get apimanager port', 'correlate plan file stack', 'authenticate modrinth api', 'deploying updating stack']"
Portainer Stack Redeploy,2022-12-08 21:00:11,"['pullrequestovides endpoint url', 'portainer access token', 'action request portainer api redeploy stack pull latest image', 'stack id', 'endpoint']"
Portainer(v2) Stack Deployment,2023-09-13 22:56:22,"['portainer admin username', 'name stack deployed updated', 'get apimanager port', 'password admin', 'portainer stack deployment github action', 'portainer environment id', 'parameter file template json format', 'disable check usage function install update package', 'delete action repository', 'location stack file relative root directory', 'remove existing image pull update']"
Portami,2023-01-02 12:00:52,"['user access token right pullrequestivileges', 'update portainer stack without leaving github']"
PortfolioFy,2020-10-11 09:31:22,"['optimised phone view', 'configure github page url', 'github context']"
posenergoaction,2020-04-26 22:48:33,"['override action name', 'creates action file go code', 'set branding icon', 'override destination schema', 'path main go main package', 'set color embedded message']"
Post AUR Build Action,2020-03-17 15:22:15,"['track duration deployment millisecond', 'number millisecond wait']"
Post multiple coverage reports,2020-04-20 01:21:37,"['track duration deployment millisecond', 'number millisecond wait']"
Post service metrics to Mackerel,2022-12-11 05:23:16,"['pullrequestoject id', 'input data point value']"
Post Slack,2019-10-02 02:41:29,['post message slack']
Post to Recording Archive,2020-11-07 12:04:04,"['name new branch', 'username registry authentication', 'password use keychain get autogenerated keychain signingtemp', 'quay repo', 'push image quay']"
Post warningserrors as PR comment,2021-02-06 20:39:25,"['channel', 'view edit pullrequestoject budget', 'view edit task list', 'make manage appointment', 'track manage time spent task', 'view edit budget detail', 'specify pullrequestevious generation version', 'create manage budget', 'create manage report', 'create pullrequest comment console output', 'view edit report chart', 'view edit chart detail', 'track manage chart pullrequestogress', 'manage chart directory', 'view edit report detail', 'view edit user pullrequestofiles', 'view edit budget report', 'track manage budget pullrequestogress', 'track appthreat pullrequestoject name', 'create manage user account', 'view edit chart report', 'view edit pullrequestoject detail', 'send message header', 'create manage knative service', 'view edit calendar event']"
Post Workflow Status To Slack,2020-04-07 11:02:09,"['update job status', 'specify job status', 'slack bot user token', 'specify slack channel post', 'post job status slack', 'cancel job']"
Postgres client with custom settings,2020-06-28 14:02:17,"['greet', 'greet someone record time', 'time greeted']"
Postgres Restore from SQL Backup,2020-10-23 06:09:28,"['use githubtoken repo scoped pat', 'restore postgres backup']"
PostgreSQL in GitHub Actions,2022-04-01 16:47:49,['run unit test postgresql']
PostgreSQL Preview Database Provisioning Action,2023-05-14 17:37:01,"['pullrequestoject id', 'input data point value']"
PostHog Annotations,2023-02-08 17:45:02,"['posthog pullrequestoject id', 'posthog personal api token', 'posthog api host', 'send tweet githubaction trigger', 'enter message send']"
Power ONOFF or DEALLOCATE a specific Azure VM,2021-12-21 14:56:59,"['pullrequestovides client secret', 'name vm target', 'power onoff specific azure vm', 'list resource group vm life', 'pullrequestovides client id', 'turn vm', 'pullrequestovides tenant id', 'deallocate specific azure vm']"
powerapps-solution-extract,2020-08-29 20:21:58,"['application name', 'release tag', 'extract solution component power apps solution commit repo', 'aad application secret', 'github context', 'solution version', 'view apim endpoint url', 'specify solution name', 'release solution optionally']"
PowerDocs Deploy,2021-10-30 19:00:05,"['directory location powershell script', 'deploys powershell documentation remote server', 'get online documentation url']"
powerplatform-actions,2021-04-27 23:28:45,"['authenticate power platform user name', 'start', 'specify tenant id', 'get apimanager password', 'camunda modeler api client secret', 'connect power platform environment', 'authenticate power platform application id']"
PR Actions by Label,2021-03-09 06:53:46,"['json string repullrequestesented type label string run string', 'ordered list label command run', 'create pullrequestocess instance request timeout', 'token permission read label']"
PR Auto Describe,2023-10-11 20:09:45,"['api key', 'view apim endpoint url', 'fetch ai suggestion', 'generate description pull request using openai', 'automatically generates comment issuespull request']"
PR Automation,2020-03-26 19:04:05,"['automate merging closing pullrequests', 'automatically merges pullrequests', 'auto close pullrequests sec author warned', 'delete argo app pullrequest closed', 'label pullrequests automatically closed', 'label apply pullrequests closing soon', 'authenticates githubs api', 'decrypt merged pullrequestoject', 'warn user pullrequest closed open x sec']"
PR AutoMerge Bot,2019-09-21 04:33:32,"['greet', 'greet someone record time', 'time greeted']"
PR Base Merger,2021-07-21 04:30:54,['merge base branch pull request local branch']
PR Branch Name,2019-12-11 10:40:04,['pull request branch name']
PR Build Apps on fly.io,2019-09-19 20:50:53,['deploying managing fly apps']
PR Comment and Update from File,2020-02-19 21:23:21,['leave comment open pullrequest based content file']
PR dependency management,2023-08-10 19:43:43,"['manage dependency pullrequest using dependson keyword', 'show verbose output scan default true']"
PR description checker,2022-02-07 14:11:13,"['report comment title default empty', 'comment use template filled', 'add comment label pull request', 'specify github access token', 'release skip label', 'pullrequestovide custom run name', 'pullrequestoject id']"
PR is Rebased,2022-10-19 12:22:30,"['verify rebased pullrequest set label', 'token user repository', 'repository default configuration', 'get pullrequest number id', 'pull request branch name', 'react push default branch', 'return pullrequest rebased default branch']"
PR labeler - commit based,2023-08-16 14:02:07,['add comment label pull request']
PR labeler based on multiple rules (vincent178),2019-08-21 17:16:27,"['apply label pull request', 'path labeling rule']"
PR labels checker - test,2020-06-11 12:43:26,"['specify comma newline separated list label', 'label', 'indicates whether least one pattern pullrequestovided']"
PR labels checker,2020-06-11 12:43:26,"['specify comma newline separated list label', 'label', 'indicates whether least one pattern pullrequestovided']"
PR labels,2020-11-20 15:40:48,"['retrieves outcome pullrequestevious build step', 'dictionary containing true label exists']"
PR Limit,2022-04-20 14:58:03,['limit creation pullrequests impullrequestove pullrequestoductivity awareness']
PR Linter,2019-10-07 08:00:59,['pull request merging']
PR Merge Bot -- Comnoco,2019-09-21 04:33:32,"['greet', 'greet someone record time', 'time greeted']"
PR Merge Commitlint,2020-08-14 14:32:10,"['path schemajson', 'check pullrequest title follows contribution guideline']"
PR Name Generator,2022-03-30 13:52:02,"['generated name runner', 'generated unique consistent name']"
PR Preview Deploys,2023-04-14 19:51:09,"['environment use', 'start', 'environment url', 'github context', 'cleanup', 'easy pullrequest pullrequesteview deploy ux', 'finish']"
PR Review Apps on fly.io [fork of a fork of the original superfly action],2019-09-19 20:50:53,['deploying managing fly apps']
PR Semver Bump,2020-07-29 19:34:46,['bump tag new version using pull request metadata']
PR Size Checker,2021-02-02 11:22:38,"['maximum number line changed allowed', 'check number line changed per pullrequest', 'total line changed pullrequest']"
PR Submodule Dependencies,2020-06-09 19:33:46,"['bodycontents pullrequest', 'pull request number required pullrequest']"
PR Ticket Reference Available Action,2022-07-18 07:12:35,"['search body url reference', 'search body shorthand reference', 'verify pull request ticket url']"
PR Title Validator,2021-12-16 18:13:26,"['pullrequestoject id', 'input data point value']"
PR to right branch,2022-03-09 13:48:08,"['make sure pullrequest merged right branch', 'branch pullrequestefix', 'creates code branch specified pullrequestefix branch name', 'create branch pullrequestefix hotfix', 'create branch development', 'specify github access token']"
PR updater,2019-10-20 18:12:51,"['keep pull request date base branch', 'call api passing result']"
PR Version Check,2020-07-19 18:36:09,"['file check', 'check version line given file changed branch master']"
pr-shipit,2019-12-15 17:58:25,['autoupdates pullrequests change destination branch']
pr-update,2021-05-23 21:47:45,"['pullrequestoject id', 'input data point value']"
Prairie Robotics Slack Notify,2019-10-17 18:16:26,"['embed color', 'status list update', 'mention github user slack message', 'specify slack channel post']"
PRCleanup,2020-02-03 01:29:17,"['delete argo app pullrequest closed', 'pas secretsgithubtoken', 'githubheadref']"
pre-commit-private,2019-11-25 03:27:05,"['specify github access token', 'us github token', 'run pullrequestecommit hook', 'commenting back pull request']"
pre-commit.ci lite,2022-11-03 02:24:13,"['commit message', 'autofixing']"
Predefined BuildPush,2022-08-11 15:29:22,"['set filepath taxonomy urn file', 'get image digest', 'get image id', 'argument pas pip', 'build docker image push registry', 'push image registry', 'build artifact', 'get build result metadata', 'path dockerfile']"
Preevy Up,2023-05-07 06:58:20,"['run pullrequestecommit hook', 'pullrequestovides generated url pullrequesteview environment', 'additional pullrequestoject type', 'url toot pullrequestesent', 'pullrequestotected branch deployed']"
prefect-cli,2021-11-21 13:01:19,"['specify pullrequestevious generation version', 'install requirement', 'register specific flow', 'run isort python pullrequestoject', 'input json data repo language', 'input file descriptor set directory', 'add label built image', 'name filepath root python module']"
Prepare a static build of Qt,2023-01-14 18:41:08,"['specify qt archive install', 'select qt module include', 'specify qwaksdk version', 'pas additional argument qt configure', 'automate building qt source']"
Prepare Code Climate Test Reporting,2021-04-24 21:02:16,"['beforebuild command debug mode', 'setup tool according toolversions', 'code climate test reporting github action']"
Prepare for Build with Apache Maven,2021-09-22 21:02:21,"['check code diktat', 'pullrequestovides buildbufbuf', 'restores apache maven local repository', 'install java 8']"
Prepare Opencart module,2021-07-14 14:10:18,"['action zipping file folder ocmod archive', 'file directory', 'whether add subdirectory simply zip file root', 'name repository containing model']"
Prepare signing,2019-11-16 12:59:03,"['password used p12', 'base64 encoded p12 key', 'pullrequestepare signing io application', 'id newly created temporary kechain', 'password newly created temporary kechain', 'base64encodes data pullrequestovisioning pullrequestofile']"
Prerelease Number Generator,2022-01-12 12:39:38,"['include pullrequestoject dependency coverage number', 'generate sequential pullrequesterelease number', 'initialize stripped modding environment use github action']"
Prerender website,2023-03-19 15:03:53,"['set pullrequesteview duration', 'convertspullrequesterenders single page application spa static html file']"
Prettier Check,2021-11-29 11:16:03,"['pullrequestovides template file', 'ignore file source upload', 'install pullrequestettier plugins', 'scan source file', 'specify pullrequestevious generation version', 'check pullrequestogramming language']"
prettier-java-format-action,2022-04-17 21:09:29,"['scan java maven pullrequestoject', 'path argument pullrequestotoc']"
Prevasio Container Security,2023-07-26 12:50:03,"['check docker potential vulnerability', 'runtime security solution cicd pipeline']"
Prevent file change,2021-04-09 08:50:34,"['pullrequestoject id', 'input data point value']"
Preview Pages,2023-04-22 08:10:37,"['set commit user name', 'add tag commit', 'github token posting comment pullrequest', 'get url github pull request', 'pullrequestovides endpoint url', 'specify github access token', 'create github release generation', 'configure github page url', 'set commit user email', 'keep different page per commit sha overwrite per branch', 'create software kiuwan service doesnt exist', 'find release directory', 'exclude file path clean', 'set target directory', 'pullrequestovide github access token create update comment', 'forcepush deployment']"
Preview Pull Requests in Google Kubernetes Service for Moleculer App,2021-12-20 07:33:21,"['build pass', 'deploy moleculer app', 'tag apply version pullrequestefixed v', 'db connection string', 'moleculer cron', 'container id', 'whole pull request pullrequestompt', 'dns zone', 'moleculer lab', 'publish artifact id', 'docker registry', 'moleculer helm chart', 'image tag', 'transporter', 'environment variable', 'gcp cluster location', 'lint dockerfile', 'image repo name', 'moleculer service directory', 'helm utility', 'moleculer lab api key', 'pullrequestoject id', 'gitlabci base url', 'moleculer lab agent token', 'moleculer service', 'moleculer app', 'gcp json key', 'github context', 'get name gke cluster']"
Preview Pull Requests in Kubernetes,2021-01-18 08:54:46,"['pullrequestoject id', 'input data point value']"
primary-interests-puller,2022-07-31 13:09:26,"['save output another html page', 'pull interest html page']"
PriPub submodule updates for github actions,2022-02-09 00:31:53,"['checkout pullrequestivate submodules', 'checkout repo']"
Prisma Cloud IaC Scan,2020-12-23 02:45:43,"['scan iac template security issue', 'cloudflare pullrequestoject name', 'evaluate scan result failure criterion', 'add comment label pull request', 'list path look schema', 'get alibaba cloud access key id', 'template type', 'format summary report', 'get overall result scan', 'generate identifying name analysis run', 'report type check result pullrequest diff view', 'pullrequestovide pullrequestisma cloud secret key', 'load variable env file', 'location typescript log file', 'create issue scan report', 'credo result file', 'list directory file scan', 'set entrypoint script file', 'parameter render template', 'ignore certificate error image registry', 'determine path issue result csv file', 'set error page file path', 'use different github token']"
Prisma Cloud Scan,2021-04-13 23:12:50,"['view ci user role username', 'generate sarif file scan result', 'view ci user role password', 'scan source file', 'image id input image name', 'directory within git repo scan cloudformation template', 'scan container image vulnerability issue']"
Private Action Loader,2019-11-20 19:27:11,"['access token read access repo containing action', 'organizationuser repo action stored', 'branch pull pullrequestivate action default master', 'easily version commits using pullrequest label']"
Private Actions Checkout,2020-06-01 19:08:47,"['list pullrequestivate action checkout', 'enables using pullrequestivate action workflow', 'checkout custom action']"
private repo rules,2022-01-13 22:46:55,"['pullrequestoject id', 'input data point value']"
Process SARIF file,2022-07-30 13:16:17,['pullrequestoduces sarif file']
Processing Problem Matcher,2020-02-20 11:11:17,"['add pullrequestoblem matcher', 'look error gcc build']"
product-version-tags,2020-10-26 11:29:37,"['support execution mode pullrequesterelease release fix', 'get major version current release', 'generate template pullrequestoducing tag annotation', 'support pullrequesterelease alpha', 'create new version format majorminorbuildpullrequestereleasetag', 'enable dry run mode', 'release pullrequestomotion', 'default branch version tag creation']"
Production Environment Variables On Flag,2020-06-23 16:57:02,"['set environment variable development branch', 'default branch name move', 'search replace environment variable pullrequestoduction value']"
Production Environment Variables,2020-06-23 16:57:02,"['set environment variable development branch', 'default branch name move', 'search replace environment variable pullrequestoduction value']"
Project context,2021-01-18 12:45:27,"['dry run', 'specify pullrequestotocol used service update', 'check whether current event release pull request', 'pullrequestefix bot message', 'merged release message regex', 'ci auto commit id', 'ci correct version message template', 'check current branch default', 'pullrequestoject pattern searchreplace version', 'allow commit fix version match', 'check whether current event merged commit merged release pull request default branch', 'release pullrequestomotion', 'allow tag post script merged release branch', 'check whether current event merged pullrequest', 'retrieving current branch name', 'check whether current event ref tag', 'ci need fix version match release name', 'current tag version release version', 'ci check whether auto commit pushed remote', 'generate release note latest git commit', 'latest incoming commits', 'ci need tag new version release branch merged', 'ci auto commit message', 'check whether current event pull request', 'release message template', 'check whether current event close pullrequest merged target branch', 'default pullrequestovides branch user info', 'tag pullrequestefix']"
Project Fields,2023-05-10 14:15:00,"['update distribution', 'get current field value', 'pullrequestovides endpoint url', 'get url github pull request', 'get update multiple field', 'display path pullrequestotolintyaml configuration', 'specify pullrequestotocol used service update', 'specify github access token']"
Project Piper Action,2020-02-12 16:30:42,"['sap ecosystem integration', 'run golang command', 'cicd tooling']"
project-current-iterator,2022-02-20 13:32:39,"['pullrequestivate key github app', 'get github auth token github app installation', 'comment sendcommand', 'deploy current context namespace', 'timezone notification', 'title iterator', 'pullrequestoject id', 'date lookup iteration', 'owner organization username pullrequestoject owner', 'index shift']"
Projects Recognition,2021-08-16 10:37:14,"['track duration deployment millisecond', 'number millisecond wait']"
Prometheus Operator Linting Github Action,2022-09-05 17:27:26,"['path pullrequestometheus operator rule', 'rule file extension glob pattern', 'run polint linting pullrequestometheusrules crds', 'ignore file source upload']"
Promote a Google Play App from one track to another,2022-05-19 18:14:38,"['get app package name', 'get track pullrequestomoting', 'test pullrequestomotion without committing', 'pullrequestomote google play app one track another', 'authorize service account']"
Promote Docker Images,2021-05-03 16:30:42,"['pullrequestoject id', 'input data point value']"
Promote Google Play Release Track,2022-07-06 16:53:01,"['pullrequestoject id', 'input data point value']"
promote-Nexus-repository-to-MavenCentral,2021-06-22 15:39:28,"['pullrequestoject id', 'input data point value']"
Promtool action,2020-07-24 13:47:40,"['run alembic docker container', 'path argument pullrequestotoc']"
Promtool Github Action,2020-03-06 06:47:56,"['specify pullrequestevious generation version', 'check syntactic correctness rule file', 'pullrequestovides template file', 'release pullrequestomotion']"
Proof HTML,2020-12-26 12:16:37,"['allow image empty alt tag', 'extract par html code', 'set http request timeout', 'check whether external anchor exist', 'check image url open graph metadata', 'ignore url', 'webhook response timeout', 'enforce image use http', 'ignore file source upload', 'check whether favicons valid', 'validate html', 'apply maximum number suggestion', 'http query string request']"
Prospector Check,2019-10-02 13:32:56,['pullrequestovides template file']
Provenance Action,2022-06-28 22:09:48,"['instantiate code governance pullrequestoposal json format', 'use json compilation database pullrequestoject analysis', 'generate store instantiate migrate governance pullrequestoposals', 'store code governance pullrequestoposal json format', 'action test pullrequestovenance smart contract']"
provision-with-micromamba,2020-11-28 22:04:29,['pullrequestovision ci instance using micromamba']
ps-docs,2021-07-06 05:37:14,"['generate sarif file scan result', 'working directory psdocs run', 'determine pullrequesterelease module version installed', 'path write documentation', 'path containing definition use generating documentation', 'create github action use ably control api', 'comma separated list module use containing document definition']"
PSMinifier,2021-03-14 23:44:15,"['exclude file check wildcard support', 'include file wildcards', 'minimize powershell script', 'single line encoding', 'gzip encoding']"
PSRule,2020-06-07 11:51:23,"['type data input descriptorset dir', 'use rule analysis', 'working directory ply execution', 'write result disk', 'include module selection', 'send report output file', 'validate file regex pattern', 'filter github repository name']"
Publiccode Parser Action,2020-10-15 21:12:13,"['publiccodeyml validation output', 'integrate cicd', 'constant validation publiccodeyml', 'publiccodeyml path']"
Publish a new Relisio Project,2022-02-06 11:30:44,"['subdirectory pullrequestoject publish', 'generates new kvaas key url pullrequestesent', 'generate api token', 'pullrequestoject id', 'set pullrequestoject visibility within workspace pullrequestivate internal public', 'pullrequestovides endpoint url', 'id existing pullrequestoduct want update existing pullrequestoduct', 'esperio enterpullrequestise id']"
Publish all release assets,2020-11-18 01:30:50,"['upload multiple asset release using golang', 'path file want upload', 'get link openapi url', 'view apim endpoint url']"
Publish Anaconda package to Anaconda.org,2019-08-19 16:46:03,"['ansible tower awx password', 'anaconda username', 'release pullrequestomotion', 'build publish release apk']"
Publish Android,2022-07-15 18:03:27,"['use pullrequestivate client key', 'set percentage user receive staged version', 'upload android release file', 'creates release specific branch', 'get download url last release file', 'release tag', 'upload mappingtxt file', 'pullrequestovide directory localized whats new file', 'append existing edit', 'set inapp update pullrequestiority', 'publish documentation automatically', 'get release url sbom downloaded', 'authorize upload request service account json plain text pullrequestivate key file', 'mark change later review', 'upload multiple android release file apk aab separated comma', 'get status latest', 'set deployment state']"
Publish branch to npm,2022-03-28 12:26:59,"['extract release version releaseplease formatted commit', 'npm registry', 'specify github access token']"
Publish changes to Microsoft Dynamics instance,2023-08-29 16:24:02,"['get application id azure ad application connected microsoft dynamic instance app user', 'publish change microsoft dynamic instance', 'manage azure ad application secret', 'get url microsoft dynamic instance', 'view azure ad tenant id']"
Publish chart to KubeSphere,2022-05-21 06:52:33,"['branch want code merged', 'assign reviewer assignee pull request', 'email', 'path location helm chart ghrepo', 'pull request merging', 'specify github access token']"
Publish Chrome Extension,2023-07-18 09:54:11,"['publish browserextension chrome webstore', 'google oauth2 client id', 'get google refresh token', 'upload extension zip file', 'publishing extension trusted tester', 'get id extension', 'get google client secret']"
Publish Conda package to Anaconda.org (updated 2020),2019-08-19 16:46:03,"['ansible tower awx password', 'anaconda username', 'release pullrequestomotion', 'build publish release apk']"
Publish Dev Container Features,2023-08-22 20:59:58,"['version publish', 'dev container feature', 'monorepo']"
Publish Dev Container template,2023-08-17 00:41:30,['publish dev container template']
Publish Docker Action,2019-09-21 09:16:36,"['login buf schema registry username', 'authenticate docker registry username password', 'build tag publish docker image', 'set server address docker registry', 'build docker image', 'static image tag list separated comma', 'generate tag condition automatically', 'list cache source image', 'allow pull request trigger build']"
Publish Docker Image to GitHub Registry,2019-12-31 14:21:12,"['generate docker image version', 'create github release generation', 'extract version githubref', 'specify github access token', 'docker image name']"
Publish Docker Image,2020-02-02 11:12:44,"['push docker image docker compatible registry', 'use docker build argument format keyvaluekeyvalue', 'specify storage location docker file', 'get password certificate associated pullrequestovisioning pullrequestofile', 'use unique name report comment', 'login username pullrequestivate repos', 'build docker image push registry', 'create env file github secret', 'assign tag image unique identification']"
Publish Docker,2019-10-08 06:50:01,"['use cache big image would like build partially', 'tag', 'use snapshot push additional image', 'use dockerfile would like explicitly build dockerfile', 'use buildargs want pas list environment variable buildargs', 'login buf schema registry username', 'name image would like push', 'tag generated snapshotoption pushed', 'use context would like change docker build context', 'use registry pushing custom registry', 'us git branch docker tag push container', 'devops integration user password']"
Publish DotNet,2019-12-15 11:42:44,"['specify api key pushing nuget feed', 'format tag created placeholder actual version', 'specify pullrequestoject root directory', 'build pack publish nuget package pullrequestivate nugetserver source version change']"
Publish Edge Add-on,2023-05-07 10:12:17,"['source zip file', 'edge publish api client id', 'edge publish api access token url', 'camunda modeler api client secret', 'pullrequestoject id', 'publish addon onto edge addons', 'uploading extension without publishing']"
Publish Firefox Add-on,2023-07-04 19:15:18,"['get addons guid', 'set whether addon selfhosted', 'installed firefox path', 'firefox version', 'source zip file', 'get firefox addons jwt secret']"
Publish Firefox Addon,2022-04-01 05:20:07,"['secret context json format', 'oas file path', 'publish addon firefox addon store', 'number id guid slug addon', 'api key']"
Publish GH Package,2021-08-01 09:56:24,"['authenticate nuget server using api key', 'pullrequestovide data file reference', 'push symbol along nuget package', 'git version tag', 'use external pullrequestovider versioning', 'build nuget package', 'path generated nuget package', 'get nuget server uri', 'get name organization', 'symbol package generation', 'specify mypy config file location', 'regex pattern extract version info capturing group', 'toggle git tagging', 'creates tag specified version']"
Publish Image Tags,2021-03-16 04:04:54,"['configure githubtoken target repo', 'publish specific image tag', 'set githubtoken secret', 'publish different github repo', 'generate docker image version', 'specify path package']"
Publish iOS Application to Appstore,2023-04-16 16:50:43,"['pullrequestoject name input used action', 'publish io application testflight']"
Publish KiCad addon,2022-12-10 17:02:49,"['addon name', 'gitlab folder', 'short description status', 'icon folder path', 'gitlabci token', 'deploy kicad repo', 'version number', 'addon plugin library colortheme', 'addon author', 'username', 'addon status stable testing development depullrequestecated invalid', 'set githubtoken secret', 'plugin file move plugins folder', 'publish kicad addon official metadata repository', 'gitlab branch', 'addon license']"
Publish latest release to nuget,2023-07-13 22:36:17,"['build pass', 'api key nuget package publishing', 'publish c sdk nuget', 'test', 'subdirectory pullrequestoject publish', 'checkout version last release']"
Publish Latest Release,2022-02-13 23:43:54,"['greet', 'greet someone record time', 'time greeted']"
Publish NuGet (Private Nuget.Server),2019-12-15 11:42:44,"['specify api key pushing nuget feed', 'format tag created placeholder actual version', 'specify pullrequestoject root directory', 'build pack publish nuget package pullrequestivate nugetserver source version change']"
Publish NuGet 2,2019-12-15 11:42:44,"['specify api key pushing nuget feed', 'format tag created placeholder actual version', 'specify pullrequestoject root directory', 'build pack publish nuget package pullrequestivate nugetserver source version change']"
Publish Nuget package,2020-11-23 15:48:27,"['api key', 'nuget package filename wildcards allowed', 'nuget repository url', 'publish nuget package repository']"
Publish NuGet@linch90,2019-12-15 11:42:44,"['specify api key pushing nuget feed', 'format tag created placeholder actual version', 'specify pullrequestoject root directory', 'build pack publish nuget package pullrequestivate nugetserver source version change']"
Publish Package to Conda Action,2020-10-01 19:12:38,"['username', 'password', 'input functionality', 'publish conda package', 'release pullrequestomotion']"
Publish POSYDON conda package,2020-10-01 19:12:38,"['username', 'password', 'input functionality', 'publish conda package', 'release pullrequestomotion']"
Publish PR Packages,2022-12-21 00:57:16,"['input data point value', 'get started container action']"
Publish Publish Action,2023-05-24 15:18:22,"['authorize service account', 'manage account client id', 'manage studio name', 'client key', 'publish environment']"
Publish python poetry package,2020-07-25 17:17:12,"['url uploading asset release', 'authenticate api token pypi testpypi', 'upload file databricks workspace', 'build publish python package pypi using poetry', 'python version updater', 'install poetry version']"
Publish Roblox Place,2022-02-24 22:50:09,"['get short message describing status publish', 'publish place file roblox using open cloud api', 'specify file publish', 'get universe id place publish', 'get open cloud api key permission publish place', 'get id publication publish post', 'check publishing successful', 'naming format use newly published schema']"
Publish role to Ansible Galaxy,2022-08-30 11:06:24,"['publish role ansible galaxy', 'ansible galaxy access token']"
Publish Symbols,2022-03-01 03:13:50,"['azure devops personal access token', 'view apim endpoint url', 'search pattern symbol', 'publish debug symbol azure devops service server', 'publish debug symbol azure devops', 'base directory', 'azure devops account name']"
Publish terraform plan result into PR,2022-05-17 13:30:34,"['publish report pull request', 'fetch commits specific branch tag', 'fetch commits', 'fetch commits branch tag', 'fetch commits branch', 'fetch commits tag', 'pullrequestoject id', 'fetch commits specific tag', 'fetch commits specific branch', 'fetch commits history']"
Publish to Azure App Service,2021-09-09 13:54:55,"['enter resource group name web app', 'allows specify deployment slot use', 'run migration script update database', 'log azure', 'get app package name', 'allows specify name database server', 'allows specify connection string database', 'pullrequestovide url azure repo', 'allows specify directory containing artifact publish', 'allows specify path sql file apply migration database']"
Publish to Conda,2019-08-19 16:46:03,"['ansible tower awx password', 'anaconda username', 'release pullrequestomotion', 'build publish release apk']"
Publish to Docker Registry,2023-02-10 08:31:11,"['build docker image push registry', 'get apimanager password', 'docker image name', 'login buf schema registry username', 'generate docker tag', 'build container image source code']"
Publish to ghcr,2023-08-05 10:03:34,['specify github access token']
Publish to Hex,2020-05-19 20:37:59,"['hex api key write permission package', 'publish repository ’ git tag release hexpm']"
Publish to NeoFS,2023-09-28 20:59:58,"['path directory file pushed', 'base64encoded nep6 neo n3 wallet neofs network access', 'http api endpoint', 'access url bin', 'n3 wallet password', 'user attribute form key1value1key2value2', 'container id', 'publish file test report static web page', 'pullrequestefix url address filesobjects', 'rpc endpoint domain address', 'number epoch object stay valid']"
Publish to npm (using node),2019-10-13 13:27:54,"['pattern match version update commits', 'format used create tag', 'creates tag specified version', 'automatically create new aad application']"
Publish to NPM when missing,2019-12-11 14:31:28,['publishes npm']
Publish to npm,2019-10-13 13:27:54,"['pattern match version update commits', 'format used create tag', 'creates tag specified version', 'automatically create new aad application']"
Publish to NuGet,2022-02-23 14:51:16,"['get nuget server uri', 'local pullrequestoject directory', 'pullrequestoject rebuild release mode', 'add symbol nuget package', 'specify path package', 'name container reference image replace', 'tag commit upon successful upload nuget', 'publish nuget', 'api key', 'creates tag specified version', 'symbol package generation', 'path generated nuget package']"
publish-forge,2023-03-08 12:00:07,"['pullrequestoject id', 'input data point value']"
publish-pacts-to-pact-broker,2022-06-01 09:50:44,"['set pact broker basic auth username', 'view uuid created webhook', 'merge pact content', 'pullrequestovides url pact broker', 'pact broker token', 'view repository branch consumer version', 'tag consumer version current git branch', 'set pact broker basic auth password', 'tag consumer version', 'publish pact file pact brokerpactflow', 'view build url created pact', 'pact file location']"
publish-to-git,2019-09-22 18:15:51,"['commit message', 'source folder workspace copy', 'hash new commit', 'github context', 'personal access token http credential', 'repository push notification', 'destination git host', 'target folder destination branch copy', 'specify repository', 'username', 'publish file git repository', 'destination branch']"
publish-with-pnpm,2023-05-11 11:57:16,['publishes npm package using pnpm']
Pull Raycast Extension Changes,2022-05-22 20:44:08,"['update pull request specific pull request url', 'push change create pullrequest', 'store raycast extension repo', 'sinch appid', 'create pullrequest repo whenever change made extension', 'create github release generation', 'specify github access token', 'extension name']"
Pull Release Notes,2020-01-03 10:35:00,"['pullrequestoject id', 'input data point value']"
Pull Request Artifact,2021-10-06 07:16:37,"['token current repo used post pullrequest comment', 'commit tag branch sha default repository default branch', 'token artifact repo differs current repo', 'working directory default repository root', 'upload file databricks workspace', 'pullrequestovide commit hash', 'post build artifact comment pull request', 'repo upload artifact default current repo']"
Pull request automerge action,2020-05-15 09:48:04,"['squash pull request', 'pull request merging', 'pull rebases committing', 'minimum appullrequestovals merge pull request', 'automatically set assignee reviewer pull request']"
Pull request backport via label,2019-12-17 10:00:10,['list associated pull request markdown']
Pull request branch updater,2022-12-01 05:25:46,['notifies nexus update assignment grader config definition github repo']
Pull Request Changelog Generator,2020-05-07 20:59:08,"['group commit message change level', 'group commit message type', 'use semversioning', 'create changelog upon pullrequest opening']"
Pull Request Comment Branch,2020-02-09 18:57:26,"['get head ref sha pull request comment', 'get associated head sha pull request', 'set githubtoken secret']"
Pull Request Comments,2022-12-11 14:07:23,"['add comment label pull request', 'pullrequestovides template file', 'comment', 'comment based template', 'comment use template filled', 'pullrequestoject id']"
Pull Request Comment,2022-09-29 12:47:14,"['hidden text look existing comment', 'github token posting comment pullrequest', 'comment', 'add comment label pull request']"
